ID,name,ID_sources,name_sources,latitude_sources,longitude_sources,glottocode_sources,region_sources,macro_region_sources,country_id_sources,language_type_sources,abbr_sources,spread_sources,migration_sources,contact_languages_sources,contact_languages_names_sources,all_L1_sources,natives_sources,non_natives_sources
2,Scottish English,"Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024",generated within project,"Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","Wikipedia The Free Encyclopedia, English version, https://www.wikipedia.org/, last accessed 30.06.2023","Demographic Statistics Database, United Nations Statistics Division, “Net migration rate (per 1,000 population)“, http://data.un.org/Default.aspx,  last accessed 29.04.2025","National Records of Scotland, Census 2011, Languages, https://www.scotlandscensus.gov.uk/census-results/at-a-glance/languages/, https://www.scotlandscensus.gov.uk/census-results/at-a-glance/population/,  last accessed 09.05.2023",NA,"Hammarström, Harald, Robert Forkel, Martin Haspelmath, and Sebastian Bank. 2023. Glottolog 4.8. Leipzig: Max Planck Institute for Evolutionary Anthropology. https://doi.org/10.5281/zenodo.8131084, http://glottolog.org, last accessed 19.02.2024","National Records of Scotland, Census 2022, Languages,  “Country by Main language - 5 groups, collapsed”, https://www.scotlandscensus.gov.uk/, last accessed 13.05.2025
","National Records of Scotland, Census 2022, Languages, “English language skills - 8 groups, collapsed by Country”, https://www.scotlandscensus.gov.uk/, last accessed 13.05.2025"
3,Irish English,"Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024",generated within project,"Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","Wikipedia The Free Encyclopedia, English version, https://www.wikipedia.org/, last accessed 30.06.2023","Demographic Statistics Database, United Nations Statistics Division, “Net migration rate (per 1,000 population)“, http://data.un.org/Default.aspx,  last accessed 29.04.2025","Northern Ireland Statistics and Research Agency, Census 2021, Census 2021 main statistics language tables, Table MS-B13: Main language - full detail, https://www.nisra.gov.uk/, last accessed 28.01.2025; Central Statistics Office, Census of Population 2016 – Press Statement – Census 2016 Summary Results – Part 1, https://www.cso.ie/en/media/csoie/newsevents/documents/pressreleases/2017/prCensussummarypart1.pdf, last accessed 09.05.2023",NA,"Hammarström, Harald, Robert Forkel, Martin Haspelmath, and Sebastian Bank. 2023. Glottolog 4.8. Leipzig: Max Planck Institute for Evolutionary Anthropology. https://doi.org/10.5281/zenodo.8131084, http://glottolog.org, last accessed 19.02.2024","Northern Ireland Statistics and Research Agency, Census 2021, English Language Proficiency - 4 Categories, Main Language is English, https://build.nisra.gov.uk/en/custom/data?d=PEOPLE&v=ENGLISH_PROFICIENCY_AGG4, last accessed 28.01.2025; Central Statistics Office, Census of Population 2022, Summary Results Table 4.5 “Population Usually Resident and Present in the State by Place of Birth and Highest Percentage Change Since the Previous Census”, and Table 4.13 “Population Usually Resident and Present in the State Who Speak a Language Other Than English or Irish at Home by Citizenship and Ability to Speak English”, last accessed 10.08.2023;  Raymond Hickey, p.c. 10.08.2023 ","Northern Ireland Statistics and Research Agency, Census 2021, Census 2021 main statistics language tables, Table MS-B14, https://www.nisra.gov.uk/, last accessed 28.01.2025; Central Statistics Office, Census of Population 2022, Summary Results Figure 4.11 “Population usually resident and present in the State who speak a language other than English or Irish at home by citizenship and ability to speak English”, https://www.cso.ie/en/releasesandpublications/ep/p-cpsr/censusofpopulation2022-summaryresults/migrationanddiversity/, last accessed 10.08.2023"
4,Manx English,"Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024",generated within project,"Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","The World Factbook. 2021. Washington, DC: Central Intelligence Agency, 2021, https://www.cia.gov/, last accessed 14.02.2024","Demographic Statistics Database, United Nations Statistics Division, “Net migration rate (per 1,000 population)“, http://data.un.org/Default.aspx,  last accessed 29.04.2025","Isle of Man Government, 2021 Isle of Man Census Report Part I, Table 2.11, https://www.gov.im/media/1375604/2021-01-27-census-report-part-i-final-2.pdf, last accessed 19.02.2024 ",NA,"Hammarström, Harald, Robert Forkel, Martin Haspelmath, and Sebastian Bank. 2023. Glottolog 4.8. Leipzig: Max Planck Institute for Evolutionary Anthropology. https://doi.org/10.5281/zenodo.8131084, http://glottolog.org, last accessed 19.02.2024","Isle of Man Government, 2021 Isle of Man Census Report Part I, Table 2.1 “Resident Population by Area of Residence and Quinary Age”, https://www.gov.im/media/1375604/2021-01-27-census-report-part-i-final-2.pdf, last accessed 27.07.2023; Draskau, Jennifer Kewley. Manx English. 2012. In: The Mouton World Atlas of Variation in English, Bernd Kortmann and Kerstin Lunkenheimer (eds.),  14–15. Berlin/Boston: De Gruyter Mouton. ","Draskau, Jennifer Kewley. Manx English. 2012. In: The Mouton World Atlas of Variation in English, Bernd Kortmann and Kerstin Lunkenheimer (eds.),  14–15. Berlin/Boston: De Gruyter Mouton."
5,Welsh English,"Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024",generated within project,"Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","Wikipedia The Free Encyclopedia, English version, https://www.wikipedia.org/, last accessed 30.06.2023","Demographic Statistics Database, United Nations Statistics Division, “Net migration rate (per 1,000 population)“, http://data.un.org/Default.aspx,  last accessed 29.04.2025","Office for National Statistics (ONS), England and Wales Census 2021, Main language, English language proficiency, and household language in England and Wales, Census 2021 data, https://www.ons.gov.uk/peoplepopulationandcommunity/culturalidentity/language/bulletins/languageenglandandwales/census2021, last accessed 09.05.2023;  Office for National Statistics (ONS), England and Wales Census 2021, The ability of usual residents aged three years and over living in Wales to understand spoken Welsh, and to speak, read or write Welsh, Census 2021 data, https://www.ons.gov.uk/peoplepopulationandcommunity/culturalidentitylanguage/bulletins/welshlanguagewales/census2021, last accessed 09.05.2023; Welsh Government services and information, Statistics and research, Welsh language use survey, Welsh in the home and in education (Welsh language use survey): July 2019 to March 2020, https://www.gov.wales/sites/default/files/pdf-versions/2022/6/4/1654765599/welsh-home-and-education-welsh-language-use-survey-july-2019-march-2020.pdf, last accessed 20.02.2024",NA,"Hammarström, Harald, Robert Forkel, Martin Haspelmath, and Sebastian Bank. 2023. Glottolog 4.8. Leipzig: Max Planck Institute for Evolutionary Anthropology. https://doi.org/10.5281/zenodo.8131084, http://glottolog.org, last accessed 19.02.2024","Office for National Statistics, Dataset of 2021 Census estimates by region, https://www.ons.gov.uk/datasets/create, last accessed 06.06.2025  ","Office for National Statistics, Dataset of 2021 Census estimates, ""main language (detailed) and proficiency in English language"" by countries, https://www.ons.gov.uk/datasets/create, last accessed 25.11.2024"
6,English dialects in the North of England,"Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024",generated within project,"Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","Wikipedia The Free Encyclopedia, English version, https://www.wikipedia.org/, last accessed 30.06.2023","Demographic Statistics Database, United Nations Statistics Division, “Net migration rate (per 1,000 population)“, http://data.un.org/Default.aspx,  last accessed 29.04.2025","Office for National Statistics (ONS), England and Wales Census 2021, Main language, English language proficiency, and household language in England and Wales, Census 2021 data, https://www.ons.gov.uk/peoplepopulationandcommunity/culturalidentity/language/bulletins/languageenglandandwales/census2021, last accessed 09.05.2023",NA,"Hammarström, Harald, Robert Forkel, Martin Haspelmath, and Sebastian Bank. 2023. Glottolog 4.8. Leipzig: Max Planck Institute for Evolutionary Anthropology. https://doi.org/10.5281/zenodo.8131084, http://glottolog.org, last accessed 19.02.2024","Office for National Statistics, Dataset of 2021 Census estimates by region, https://www.ons.gov.uk/datasets/create, last accessed 06.06.2025  ","Office for National Statistics, Dataset of 2021 Census estimates that classify all usual residents in England and Wales by region, https://www.ons.gov.uk/datasets/create, 10.06.2025"
7,English dialects in the Southwest of England,"Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024",generated within project,"Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","Wikipedia The Free Encyclopedia, English version, https://www.wikipedia.org/, last accessed 30.06.2023","Demographic Statistics Database, United Nations Statistics Division, “Net migration rate (per 1,000 population)“, http://data.un.org/Default.aspx,  last accessed 29.04.2025","Office for National Statistics (ONS), England and Wales Census 2021, Main language, English language proficiency, and household language in England and Wales, Census 2021 data, https://www.ons.gov.uk/peoplepopulationandcommunity/culturalidentity/language/bulletins/languageenglandandwales/census2021, last accessed 09.05.2023",NA,"Hammarström, Harald, Robert Forkel, Martin Haspelmath, and Sebastian Bank. 2023. Glottolog 4.8. Leipzig: Max Planck Institute for Evolutionary Anthropology. https://doi.org/10.5281/zenodo.8131084, http://glottolog.org, last accessed 19.02.2024","Office for National Statistics, Dataset of 2021 Census estimates by region, https://www.ons.gov.uk/datasets/create, last accessed 06.06.2025  ","Office for National Statistics, Dataset of 2021 Census estimates that classify all usual residents in England and Wales by region, https://www.ons.gov.uk/datasets/create, 10.06.2025"
9,English dialects in the Southeast of England,"Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024",generated within project,"Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","Wikipedia The Free Encyclopedia, English version, https://www.wikipedia.org/, last accessed 30.06.2023","Demographic Statistics Database, United Nations Statistics Division, “Net migration rate (per 1,000 population)“, http://data.un.org/Default.aspx,  last accessed 29.04.2025","Office for National Statistics (ONS), England and Wales Census 2021, Main language, English language proficiency, and household language in England and Wales, Census 2021 data, https://www.ons.gov.uk/peoplepopulationandcommunity/culturalidentity/language/bulletins/languageenglandandwales/census2021, last accessed 09.05.2023",NA,"Hammarström, Harald, Robert Forkel, Martin Haspelmath, and Sebastian Bank. 2023. Glottolog 4.8. Leipzig: Max Planck Institute for Evolutionary Anthropology. https://doi.org/10.5281/zenodo.8131084, http://glottolog.org, last accessed 19.02.2024","Office for National Statistics, Dataset of 2021 Census estimates by region, https://www.ons.gov.uk/datasets/create, last accessed 06.06.2025  ","Office for National Statistics, Dataset of 2021 Census estimates that classify all usual residents in England and Wales by region, https://www.ons.gov.uk/datasets/create, 10.06.2025"
14,Colloquial American English,"Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024",generated within project,"Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","Kortmann, Bernd, Kerstin Lunkenheimer, and Katharina Ehret (eds.). 2020. The Electronic World Atlas of Varieties of English. Zenodo. DOI: 10.5281/zenodo.3712132, http://ewave-atlas.org, last accessed 14.02.2024","The World Factbook. 2021. Washington, DC: Central Intelligence Agency, 2021, https://www.cia.gov/, last accessed 14.02.2024","Demographic Statistics Database, United Nations Statistics Division, “Net migration rate (per 1,000 population)“, http://data.un.org/Default.aspx,  last accessed 29.04.2025","Dietrich, Sandy and Erik Hernandez. 2022. American Community Survey Reports, Language Use in the United States: 2019, Table 1, United States Census Bureau, https://www.census.gov/library/publications/2022/acs/acs-50.html, last accessed 12.05.2023","Dietrich, Sandy and Erik Hernandez. 2022. American Community Survey Reports, Language Use in the United States: 2019, Table 1, United States Census Bureau, https://www.census.gov/library/publications/2022/acs/acs-50.html, last accessed 12.05.2023","Hammarström, Harald, Robert Forkel, Martin Haspelmath, and Sebastian Bank. 2023. Glottolog 4.8. Leipzig: Max Planck Institute for Evolutionary Anthropology. https://doi.org/10.5281/zenodo.8131084, http://glottolog.org, last accessed 19.02.2024","Dietrich, Sandy, and Erik Hernandez. 2022. American Community Survey Reports, Language Use in the United States: 2019, United States Census Bureau, https://www.census.gov/library/publications/2022/acs/acs-50.html, last accessed 12.05.2023","Dietrich, Sandy, and Erik Hernandez. 2022. American Community Survey Reports, Language Use in the United States: 2019, United States Census Bureau, https://www.census.gov/library/publications/2022/acs/acs-50.html,  12.05.2023"
